deal_id,valid_from,funnel_step_number,stage_name,historical_owner_name
212629,2024-07-04 05:29:04,1.0,Lead Generation,
212629,2024-08-16 05:29:04,1.0,Lead Generation,Scott Spencer
212629,2024-08-27 05:29:04,2.0,Qualified lead,Scott Spencer
212629,2024-09-03 05:29:04,3.0,Needs Assessment,Scott Spencer
212629,2024-09-21 05:29:04,4.0,Proposal/Quote Preparation,Scott Spencer
212629,2024-10-07 05:29:04,5.0,Negotiation,Scott Spencer
212629,2024-10-15 05:29:04,7.0,Implementation/Onboarding,Scott Spencer
212678,2024-01-03 11:38:33,1.0,Lead Generation,
212678,2024-02-09 11:38:33,1.0,Lead Generation,Christopher White
212678,2024-02-22 11:38:33,2.0,Qualified lead,Christopher White
212678,2024-03-01 11:38:33,3.0,Needs Assessment,Christopher White
212678,2024-03-21 11:38:33,4.0,Proposal/Quote Preparation,Christopher White
212678,2024-04-20 11:38:33,5.0,Negotiation,Christopher White
213658,2024-09-05 07:54:01,1.0,Lead Generation,
213658,2024-09-21 07:54:01,1.0,Lead Generation,Stephen Young
213658,2024-10-17 07:54:01,2.0,Qualified lead,Stephen Young
213658,2024-10-18 07:54:01,3.0,Needs Assessment,Stephen Young
213658,2024-10-24 07:54:01,5.0,Negotiation,Stephen Young
213658,2024-11-05 07:54:01,6.0,Closing,Stephen Young
213658,2024-11-15 07:54:01,9.0,Renewal/Expansion,Stephen Young
214094,2024-03-23 22:52:16,1.0,Lead Generation,
214094,2024-04-12 22:52:16,1.0,Lead Generation,Joseph Price
214094,2024-04-29 22:52:16,2.0,Qualified lead,Joseph Price
214094,2024-05-17 22:52:16,5.0,Negotiation,Joseph Price
214094,2024-05-28 22:52:16,6.0,Closing,Joseph Price
214094,2024-06-12 22:52:16,7.0,Implementation/Onboarding,Joseph Price
214896,2024-07-06 19:03:43,1.0,Lead Generation,
214896,2024-08-11 19:03:43,1.0,Lead Generation,Amanda Henry
214896,2024-08-27 19:03:43,2.0,Qualified lead,Amanda Henry
214896,2024-09-07 19:03:43,3.0,Needs Assessment,Amanda Henry
214896,2024-10-05 19:03:43,4.0,Proposal/Quote Preparation,Amanda Henry
214896,2024-10-06 19:03:43,5.0,Negotiation,Amanda Henry
214896,2024-10-13 19:03:43,6.0,Closing,Amanda Henry
215721,2024-04-20 23:02:21,1.0,Lead Generation,
215721,2024-05-31 23:02:21,1.0,Lead Generation,Connor Murphy
215721,2024-06-25 23:02:21,3.0,Needs Assessment,Connor Murphy
215721,2024-06-29 23:02:21,4.0,Proposal/Quote Preparation,Connor Murphy
215721,2024-07-21 23:02:21,5.0,Negotiation,Connor Murphy
215721,2024-08-15 23:02:21,6.0,Closing,Connor Murphy
215721,2024-09-10 23:02:21,8.0,Follow-up/Customer Success,Connor Murphy
216097,2024-05-16 08:01:50,1.0,Lead Generation,
216097,2024-07-01 08:01:50,1.0,Lead Generation,Thomas Murphy
216097,2024-07-20 08:01:50,2.0,Qualified lead,Thomas Murphy
216097,2024-08-06 08:01:50,3.0,Needs Assessment,Thomas Murphy
216097,2024-08-29 08:01:50,5.0,Negotiation,Thomas Murphy
216097,2024-09-24 08:01:50,7.0,Implementation/Onboarding,Thomas Murphy
216843,2024-04-09 14:52:36,1.0,Lead Generation,
216843,2024-05-11 14:52:36,1.0,Lead Generation,Charles Miller
216843,2024-05-25 14:52:36,2.0,Qualified lead,Charles Miller
216843,2024-06-14 14:52:36,3.0,Needs Assessment,Charles Miller
216843,2024-06-18 14:52:36,8.0,Follow-up/Customer Success,Charles Miller
217409,2024-02-27 06:21:47,1.0,Lead Generation,
217409,2024-04-05 06:21:47,1.0,Lead Generation,Matthew Lewis
217409,2024-04-16 06:21:47,2.0,Qualified lead,Matthew Lewis
217409,2024-04-17 06:21:47,4.0,Proposal/Quote Preparation,Matthew Lewis
217409,2024-04-18 06:21:47,5.0,Negotiation,Matthew Lewis
217409,2024-04-26 06:21:47,6.0,Closing,Matthew Lewis
217487,2024-07-29 20:13:54,1.0,Lead Generation,
217487,2024-08-17 20:13:54,1.0,Lead Generation,Keith Owens
217487,2024-08-24 20:13:54,2.0,Qualified lead,Keith Owens
217487,2024-09-13 20:13:54,3.0,Needs Assessment,Keith Owens
217487,2024-09-16 20:13:54,4.0,Proposal/Quote Preparation,Keith Owens
217487,2024-10-06 20:13:54,5.0,Negotiation,Keith Owens
218572,2024-08-08 03:53:31,1.0,Lead Generation,
218572,2024-09-07 03:53:31,1.0,Lead Generation,Sherry Taylor
218572,2024-10-01 03:53:31,2.0,Qualified lead,Sherry Taylor
218572,2024-10-19 03:53:31,3.0,Needs Assessment,Sherry Taylor
218572,2024-10-31 03:53:31,4.0,Proposal/Quote Preparation,Sherry Taylor
218615,2024-05-28 04:32:53,1.0,Lead Generation,
218615,2024-07-09 04:32:53,1.0,Lead Generation,Janet Wong
218615,2024-07-26 04:32:53,2.0,Qualified lead,Janet Wong
218889,2024-03-15 10:01:32,1.0,Lead Generation,
218889,2024-05-11 10:01:32,1.0,Lead Generation,Tammy Sexton
218889,2024-05-12 10:01:32,2.0,Qualified lead,Tammy Sexton
218889,2024-05-22 10:01:32,3.0,Needs Assessment,Tammy Sexton
218889,2024-06-21 10:01:32,4.0,Proposal/Quote Preparation,Tammy Sexton
218889,2024-07-17 10:01:32,7.0,Implementation/Onboarding,Tammy Sexton
218889,2024-08-13 10:01:32,8.0,Follow-up/Customer Success,Tammy Sexton
218889,2024-09-08 10:01:32,9.0,Renewal/Expansion,Tammy Sexton
218909,2024-03-30 04:26:53,1.0,Lead Generation,
218909,2024-05-16 04:26:53,1.0,Lead Generation,Caleb Fletcher
218909,2024-05-24 04:26:53,2.0,Qualified lead,Caleb Fletcher
218909,2024-05-26 04:26:53,3.0,Needs Assessment,Caleb Fletcher
218909,2024-06-19 04:26:53,4.0,Proposal/Quote Preparation,Caleb Fletcher
218909,2024-07-12 04:26:53,5.0,Negotiation,Caleb Fletcher
218909,2024-07-25 04:26:53,8.0,Follow-up/Customer Success,Caleb Fletcher
219120,2024-06-06 21:47:27,1.0,Lead Generation,
219120,2024-07-27 21:47:27,1.0,Lead Generation,Carl Smith
219120,2024-08-03 21:47:27,2.0,Qualified lead,Carl Smith
219120,2024-08-26 21:47:27,4.0,Proposal/Quote Preparation,Carl Smith
219120,2024-09-02 21:47:27,7.0,Implementation/Onboarding,Carl Smith
219120,2024-09-30 21:47:27,8.0,Follow-up/Customer Success,Carl Smith
219339,2024-04-30 10:46:39,1.0,Lead Generation,
219339,2024-06-04 10:46:39,1.0,Lead Generation,John Bruce
219339,2024-06-16 10:46:39,3.0,Needs Assessment,John Bruce
219339,2024-06-29 10:46:39,4.0,Proposal/Quote Preparation,John Bruce
219339,2024-07-14 10:46:39,6.0,Closing,John Bruce
219996,2024-01-03 12:00:47,1.0,Lead Generation,
219996,2024-02-18 12:00:47,1.0,Lead Generation,Barbara Carr
219996,2024-03-06 12:00:47,2.0,Qualified lead,Barbara Carr
219996,2024-03-21 12:00:47,4.0,Proposal/Quote Preparation,Barbara Carr
219996,2024-04-19 12:00:47,5.0,Negotiation,Barbara Carr
219996,2024-04-26 12:00:47,7.0,Implementation/Onboarding,Barbara Carr
220433,2024-04-03 23:07:09,1.0,Lead Generation,
220433,2024-05-24 23:07:09,1.0,Lead Generation,Caitlyn Bryant
220433,2024-05-26 23:07:09,2.0,Qualified lead,Caitlyn Bryant
220433,2024-06-12 23:07:09,4.0,Proposal/Quote Preparation,Caitlyn Bryant
220433,2024-06-13 23:07:09,6.0,Closing,Caitlyn Bryant
221848,2024-06-18 11:27:09,1.0,Lead Generation,
221848,2024-08-02 11:27:09,1.0,Lead Generation,Julie Nelson
221848,2024-08-28 11:27:09,4.0,Proposal/Quote Preparation,Julie Nelson
221848,2024-09-07 11:27:09,6.0,Closing,Julie Nelson
221848,2024-09-28 11:27:09,8.0,Follow-up/Customer Success,Julie Nelson
222575,2024-03-03 00:30:20,1.0,Lead Generation,
222575,2024-04-11 00:30:20,1.0,Lead Generation,Marie Miller
222575,2024-04-27 00:30:20,3.0,Needs Assessment,Marie Miller
222575,2024-05-13 00:30:20,4.0,Proposal/Quote Preparation,Marie Miller
223131,2024-07-30 14:28:03,1.0,Lead Generation,
223131,2024-09-08 14:28:03,1.0,Lead Generation,Charles Chavez
223131,2024-09-16 14:28:03,3.0,Needs Assessment,Charles Chavez
223131,2024-09-28 14:28:03,5.0,Negotiation,Charles Chavez
223131,2024-10-25 14:28:03,7.0,Implementation/Onboarding,Charles Chavez
224019,2024-04-07 19:32:11,1.0,Lead Generation,
224019,2024-04-12 19:32:11,1.0,Lead Generation,Erin Tucker
224019,2024-05-05 19:32:11,5.0,Negotiation,Erin Tucker
224019,2024-05-16 19:32:11,6.0,Closing,Erin Tucker
224019,2024-05-31 19:32:11,7.0,Implementation/Onboarding,Erin Tucker
225675,2024-04-14 22:06:14,1.0,Lead Generation,
225675,2024-05-15 22:06:14,1.0,Lead Generation,Jill Green
225675,2024-05-25 22:06:14,2.0,Qualified lead,Jill Green
225675,2024-06-23 22:06:14,3.0,Needs Assessment,Jill Green
225675,2024-07-18 22:06:14,4.0,Proposal/Quote Preparation,Jill Green
225768,2024-01-10 04:39:58,1.0,Lead Generation,
225768,2024-02-01 04:39:58,1.0,Lead Generation,Tanner Anderson
225768,2024-02-07 04:39:58,2.0,Qualified lead,Tanner Anderson
225768,2024-02-10 04:39:58,3.0,Needs Assessment,Tanner Anderson
225768,2024-02-26 04:39:58,4.0,Proposal/Quote Preparation,Tanner Anderson
225768,2024-03-21 04:39:58,5.0,Negotiation,Tanner Anderson
225921,2024-04-19 08:25:13,1.0,Lead Generation,
225921,2024-06-02 08:25:13,1.0,Lead Generation,Robert Combs
225921,2024-07-02 08:25:13,2.0,Qualified lead,Robert Combs
225921,2024-07-30 08:25:13,3.0,Needs Assessment,Robert Combs
225921,2024-08-11 08:25:13,5.0,Negotiation,Robert Combs
225921,2024-08-25 08:25:13,7.0,Implementation/Onboarding,Robert Combs
225921,2024-09-11 08:25:13,8.0,Follow-up/Customer Success,Robert Combs
225921,2024-09-17 08:25:13,9.0,Renewal/Expansion,Robert Combs
226808,2024-02-07 05:38:13,1.0,Lead Generation,
226808,2024-03-12 05:38:13,1.0,Lead Generation,Christopher Strong
226808,2024-03-29 05:38:13,2.0,Qualified lead,Christopher Strong
226808,2024-04-23 05:38:13,6.0,Closing,Christopher Strong
227053,2024-01-04 20:41:16,1.0,Lead Generation,
227053,2024-03-08 20:41:16,1.0,Lead Generation,Michael Hammond
227053,2024-03-14 20:41:16,2.0,Qualified lead,Michael Hammond
227053,2024-03-20 20:41:16,3.0,Needs Assessment,Michael Hammond
227053,2024-04-08 20:41:16,5.0,Negotiation,Michael Hammond
227053,2024-04-11 20:41:16,6.0,Closing,Michael Hammond
227107,2024-01-17 07:34:11,1.0,Lead Generation,
227107,2024-02-24 07:34:11,1.0,Lead Generation,Benjamin Lane
227107,2024-02-25 07:34:11,4.0,Proposal/Quote Preparation,Benjamin Lane
227107,2024-02-27 07:34:11,5.0,Negotiation,Benjamin Lane
227107,2024-03-19 07:34:11,6.0,Closing,Benjamin Lane
227191,2024-02-26 01:03:59,1.0,Lead Generation,
227191,2024-04-07 01:03:59,1.0,Lead Generation,Jesse Wilson
227191,2024-05-06 01:03:59,2.0,Qualified lead,Jesse Wilson
227191,2024-05-10 01:03:59,4.0,Proposal/Quote Preparation,Jesse Wilson
227191,2024-05-25 01:03:59,6.0,Closing,Jesse Wilson
227311,2024-06-12 14:26:24,1.0,Lead Generation,
227311,2024-07-09 14:26:24,1.0,Lead Generation,Latasha Ross
227311,2024-07-29 14:26:24,2.0,Qualified lead,Latasha Ross
227387,2024-02-20 04:59:07,1.0,Lead Generation,
227387,2024-04-18 04:59:07,1.0,Lead Generation,Andrew Owens
227387,2024-04-19 04:59:07,3.0,Needs Assessment,Andrew Owens
227387,2024-05-16 04:59:07,5.0,Negotiation,Andrew Owens
227387,2024-06-05 04:59:07,8.0,Follow-up/Customer Success,Andrew Owens
227996,2024-03-06 09:21:37,1.0,Lead Generation,
227996,2024-04-07 09:21:37,1.0,Lead Generation,Katherine Silva
227996,2024-04-22 09:21:37,2.0,Qualified lead,Katherine Silva
227996,2024-04-27 09:21:37,3.0,Needs Assessment,Katherine Silva
228486,2024-03-21 18:18:11,1.0,Lead Generation,
228486,2024-04-20 18:18:11,1.0,Lead Generation,Penny Lopez
228486,2024-04-28 18:18:11,2.0,Qualified lead,Penny Lopez
228486,2024-05-10 18:18:11,3.0,Needs Assessment,Penny Lopez
228486,2024-05-13 18:18:11,4.0,Proposal/Quote Preparation,Penny Lopez
228486,2024-05-20 18:18:11,6.0,Closing,Penny Lopez
229221,2024-01-20 08:35:00,1.0,Lead Generation,
229221,2024-02-26 08:35:00,1.0,Lead Generation,Crystal Lutz
229221,2024-03-16 08:35:00,3.0,Needs Assessment,Crystal Lutz
229221,2024-04-11 08:35:00,4.0,Proposal/Quote Preparation,Crystal Lutz
229221,2024-05-03 08:35:00,5.0,Negotiation,Crystal Lutz
229221,2024-05-30 08:35:00,7.0,Implementation/Onboarding,Crystal Lutz
229331,2024-04-25 02:46:13,1.0,Lead Generation,
229331,2024-06-19 02:46:13,1.0,Lead Generation,Erin Tucker
229331,2024-07-17 02:46:13,3.0,Needs Assessment,Erin Tucker
229331,2024-07-26 02:46:13,4.0,Proposal/Quote Preparation,Erin Tucker
229331,2024-08-14 02:46:13,6.0,Closing,Erin Tucker
229331,2024-08-31 02:46:13,8.0,Follow-up/Customer Success,Erin Tucker
229777,2024-04-19 03:28:18,1.0,Lead Generation,
229777,2024-05-05 03:28:18,1.0,Lead Generation,David Davis
229777,2024-05-15 03:28:18,4.0,Proposal/Quote Preparation,David Davis
229777,2024-05-17 03:28:18,5.0,Negotiation,David Davis
229777,2024-05-31 03:28:18,6.0,Closing,David Davis
229923,2024-08-05 01:59:54,1.0,Lead Generation,
229923,2024-09-27 01:59:54,1.0,Lead Generation,Laura Ramos
229923,2024-10-22 01:59:54,2.0,Qualified lead,Laura Ramos
229923,2024-11-18 01:59:54,4.0,Proposal/Quote Preparation,Laura Ramos
231180,2024-08-20 04:52:12,1.0,Lead Generation,
231180,2024-09-18 04:52:12,1.0,Lead Generation,Carrie Rodriguez
231180,2024-10-04 04:52:12,4.0,Proposal/Quote Preparation,Carrie Rodriguez
231180,2024-10-13 04:52:12,7.0,Implementation/Onboarding,Carrie Rodriguez
231180,2024-11-02 04:52:12,9.0,Renewal/Expansion,Carrie Rodriguez
231685,2024-02-28 06:32:12,1.0,Lead Generation,
231685,2024-04-06 06:32:12,1.0,Lead Generation,Kayla Jackson
231685,2024-04-10 06:32:12,2.0,Qualified lead,Kayla Jackson
231685,2024-04-13 06:32:12,4.0,Proposal/Quote Preparation,Kayla Jackson
232182,2024-09-10 18:40:27,1.0,Lead Generation,
232182,2024-11-02 18:40:27,1.0,Lead Generation,Jonathan Willis
232182,2024-11-16 18:40:27,2.0,Qualified lead,Jonathan Willis
232182,2024-11-26 18:40:27,3.0,Needs Assessment,Jonathan Willis
232182,2024-12-06 18:40:27,4.0,Proposal/Quote Preparation,Jonathan Willis
232182,2024-12-11 18:40:27,5.0,Negotiation,Jonathan Willis
232182,2025-01-04 18:40:27,6.0,Closing,Jonathan Willis
232443,2024-07-30 11:49:31,1.0,Lead Generation,
232443,2024-09-02 11:49:31,1.0,Lead Generation,Amber Richards
232443,2024-09-20 11:49:31,2.0,Qualified lead,Amber Richards
232443,2024-10-04 11:49:31,3.0,Needs Assessment,Amber Richards
232443,2024-10-26 11:49:31,4.0,Proposal/Quote Preparation,Amber Richards
232443,2024-10-30 11:49:31,5.0,Negotiation,Amber Richards
232443,2024-11-04 11:49:31,6.0,Closing,Amber Richards
232443,2024-11-21 11:49:31,8.0,Follow-up/Customer Success,Amber Richards
232443,2024-11-30 11:49:31,9.0,Renewal/Expansion,Amber Richards
232729,2024-01-29 05:27:57,1.0,Lead Generation,
232729,2024-03-27 05:27:57,1.0,Lead Generation,Dawn Owens
232729,2024-04-14 05:27:57,3.0,Needs Assessment,Dawn Owens
232729,2024-04-20 05:27:57,4.0,Proposal/Quote Preparation,Dawn Owens
232729,2024-05-17 05:27:57,5.0,Negotiation,Dawn Owens
232997,2024-04-19 23:01:15,1.0,Lead Generation,
232997,2024-04-28 23:01:15,1.0,Lead Generation,Joseph Jackson
232997,2024-05-25 23:01:15,3.0,Needs Assessment,Joseph Jackson
232997,2024-06-24 23:01:15,4.0,Proposal/Quote Preparation,Joseph Jackson
233317,2024-04-20 17:32:54,1.0,Lead Generation,
233317,2024-06-03 17:32:54,1.0,Lead Generation,Meghan Ruiz
233317,2024-06-13 17:32:54,2.0,Qualified lead,Meghan Ruiz
233317,2024-06-16 17:32:54,3.0,Needs Assessment,Meghan Ruiz
233317,2024-07-01 17:32:54,5.0,Negotiation,Meghan Ruiz
233317,2024-07-30 17:32:54,7.0,Implementation/Onboarding,Meghan Ruiz
233317,2024-08-19 17:32:54,8.0,Follow-up/Customer Success,Meghan Ruiz
233431,2024-08-30 04:05:05,1.0,Lead Generation,
233431,2024-10-22 04:05:05,1.0,Lead Generation,Katrina Monroe
233431,2024-11-10 04:05:05,2.0,Qualified lead,Katrina Monroe
233431,2024-11-21 04:05:05,4.0,Proposal/Quote Preparation,Katrina Monroe
233431,2024-12-02 04:05:05,8.0,Follow-up/Customer Success,Katrina Monroe
233522,2024-08-24 05:22:33,1.0,Lead Generation,
233522,2024-10-06 05:22:33,1.0,Lead Generation,Theresa Gomez
233522,2024-10-27 05:22:33,2.0,Qualified lead,Theresa Gomez
233522,2024-11-03 05:22:33,7.0,Implementation/Onboarding,Theresa Gomez
233952,2024-05-28 21:11:49,1.0,Lead Generation,
233952,2024-06-27 21:11:49,1.0,Lead Generation,Monica Thomas
233952,2024-07-08 21:11:49,2.0,Qualified lead,Monica Thomas
233952,2024-08-04 21:11:49,3.0,Needs Assessment,Monica Thomas
233952,2024-08-19 21:11:49,4.0,Proposal/Quote Preparation,Monica Thomas
233952,2024-09-01 21:11:49,5.0,Negotiation,Monica Thomas
234100,2024-05-23 08:22:02,1.0,Lead Generation,
234100,2024-06-26 08:22:02,1.0,Lead Generation,Scott Ellis
234100,2024-07-06 08:22:02,2.0,Qualified lead,Scott Ellis
234100,2024-07-12 08:22:02,3.0,Needs Assessment,Scott Ellis
234100,2024-07-30 08:22:02,4.0,Proposal/Quote Preparation,Scott Ellis
234100,2024-08-08 08:22:02,5.0,Negotiation,Scott Ellis
234100,2024-08-17 08:22:02,7.0,Implementation/Onboarding,Scott Ellis
234100,2024-08-24 08:22:02,8.0,Follow-up/Customer Success,Scott Ellis
234802,2024-06-16 21:26:04,1.0,Lead Generation,
234802,2024-08-10 21:26:04,1.0,Lead Generation,Linda Moore
234802,2024-08-21 21:26:04,2.0,Qualified lead,Linda Moore
234802,2024-08-22 21:26:04,3.0,Needs Assessment,Linda Moore
234802,2024-08-24 21:26:04,4.0,Proposal/Quote Preparation,Linda Moore
235158,2024-07-21 02:09:48,1.0,Lead Generation,
235158,2024-09-03 02:09:48,1.0,Lead Generation,Jennifer Robinson
235158,2024-09-07 02:09:48,4.0,Proposal/Quote Preparation,Jennifer Robinson
235158,2024-09-14 02:09:48,6.0,Closing,Jennifer Robinson
235364,2024-08-19 20:45:01,1.0,Lead Generation,
235364,2024-10-06 20:45:01,1.0,Lead Generation,Arthur Burton
235364,2024-10-19 20:45:01,2.0,Qualified lead,Arthur Burton
235364,2024-11-11 20:45:01,3.0,Needs Assessment,Arthur Burton
236228,2024-05-18 15:46:44,1.0,Lead Generation,
236228,2024-06-12 15:46:44,1.0,Lead Generation,Robin Willis
236228,2024-07-01 15:46:44,2.0,Qualified lead,Robin Willis
236228,2024-07-05 15:46:44,3.0,Needs Assessment,Robin Willis
236228,2024-07-19 15:46:44,5.0,Negotiation,Robin Willis
236812,2024-05-18 16:37:52,1.0,Lead Generation,
236812,2024-06-19 16:37:52,1.0,Lead Generation,Geoffrey Hunt
236812,2024-07-11 16:37:52,2.0,Qualified lead,Geoffrey Hunt
236812,2024-07-30 16:37:52,3.0,Needs Assessment,Geoffrey Hunt
236812,2024-08-28 16:37:52,4.0,Proposal/Quote Preparation,Geoffrey Hunt
236812,2024-09-21 16:37:52,7.0,Implementation/Onboarding,Geoffrey Hunt
236812,2024-10-02 16:37:52,9.0,Renewal/Expansion,Geoffrey Hunt
237100,2024-04-21 10:24:54,1.0,Lead Generation,
237100,2024-05-29 10:24:54,1.0,Lead Generation,Laura Zhang
237100,2024-06-08 10:24:54,3.0,Needs Assessment,Laura Zhang
238398,2024-04-12 07:36:22,1.0,Lead Generation,
238398,2024-04-29 07:36:22,1.0,Lead Generation,Mark Thomas
238398,2024-05-12 07:36:22,2.0,Qualified lead,Mark Thomas
238398,2024-06-10 07:36:22,3.0,Needs Assessment,Mark Thomas
238398,2024-06-15 07:36:22,9.0,Renewal/Expansion,Mark Thomas
238580,2024-07-09 22:14:19,1.0,Lead Generation,
238580,2024-08-17 22:14:19,1.0,Lead Generation,Johnny Valdez
238580,2024-08-22 22:14:19,2.0,Qualified lead,Johnny Valdez
238580,2024-08-27 22:14:19,4.0,Proposal/Quote Preparation,Johnny Valdez
238580,2024-09-24 22:14:19,5.0,Negotiation,Johnny Valdez
238580,2024-10-08 22:14:19,7.0,Implementation/Onboarding,Johnny Valdez
238586,2024-04-12 20:43:55,1.0,Lead Generation,
238586,2024-05-29 20:43:55,1.0,Lead Generation,Deborah Oliver
238586,2024-06-18 20:43:55,2.0,Qualified lead,Deborah Oliver
238586,2024-07-12 20:43:55,3.0,Needs Assessment,Deborah Oliver
238670,2024-07-20 02:36:16,1.0,Lead Generation,
238670,2024-08-30 02:36:16,1.0,Lead Generation,Mr. Steven Maldonado DDS
238670,2024-09-02 02:36:16,2.0,Qualified lead,Mr. Steven Maldonado DDS
238670,2024-09-28 02:36:16,4.0,Proposal/Quote Preparation,Mr. Steven Maldonado DDS
238670,2024-10-05 02:36:16,5.0,Negotiation,Mr. Steven Maldonado DDS
238670,2024-10-27 02:36:16,6.0,Closing,Mr. Steven Maldonado DDS
238910,2024-07-12 19:59:34,1.0,Lead Generation,
238910,2024-08-16 19:59:34,1.0,Lead Generation,Alejandro Harper
238910,2024-09-12 19:59:34,3.0,Needs Assessment,Alejandro Harper
238910,2024-09-18 19:59:34,4.0,Proposal/Quote Preparation,Alejandro Harper
238910,2024-10-15 19:59:34,5.0,Negotiation,Alejandro Harper
238910,2024-11-12 19:59:34,6.0,Closing,Alejandro Harper
238910,2024-12-08 19:59:34,7.0,Implementation/Onboarding,Alejandro Harper
239047,2024-08-20 07:46:29,1.0,Lead Generation,
239047,2024-09-07 07:46:29,1.0,Lead Generation,Meagan Bailey
239047,2024-09-10 07:46:29,2.0,Qualified lead,Meagan Bailey
239047,2024-09-29 07:46:29,4.0,Proposal/Quote Preparation,Meagan Bailey
239047,2024-09-30 07:46:29,8.0,Follow-up/Customer Success,Meagan Bailey
239114,2024-05-06 08:09:29,1.0,Lead Generation,
239114,2024-07-27 08:09:29,1.0,Lead Generation,Benjamin Lane
239114,2024-08-18 08:09:29,2.0,Qualified lead,Benjamin Lane
239114,2024-09-06 08:09:29,3.0,Needs Assessment,Benjamin Lane
239114,2024-09-18 08:09:29,5.0,Negotiation,Benjamin Lane
239114,2024-10-11 08:09:29,7.0,Implementation/Onboarding,Benjamin Lane
240415,2024-06-03 06:14:11,1.0,Lead Generation,
240415,2024-06-29 06:14:11,1.0,Lead Generation,Mrs. Jody Gibbs DVM
240415,2024-07-16 06:14:11,2.0,Qualified lead,Mrs. Jody Gibbs DVM
240415,2024-07-29 06:14:11,3.0,Needs Assessment,Mrs. Jody Gibbs DVM
240415,2024-08-24 06:14:11,6.0,Closing,Mrs. Jody Gibbs DVM
240415,2024-09-02 06:14:11,9.0,Renewal/Expansion,Mrs. Jody Gibbs DVM
241125,2024-06-19 16:39:32,1.0,Lead Generation,
241125,2024-06-23 16:39:32,1.0,Lead Generation,Michael Sullivan
241125,2024-07-01 16:39:32,2.0,Qualified lead,Michael Sullivan
241125,2024-07-14 16:39:32,7.0,Implementation/Onboarding,Michael Sullivan
241517,2024-04-03 01:50:36,1.0,Lead Generation,
241517,2024-04-28 01:50:36,1.0,Lead Generation,Heather Francis
241517,2024-05-09 01:50:36,3.0,Needs Assessment,Heather Francis
241517,2024-05-29 01:50:36,4.0,Proposal/Quote Preparation,Heather Francis
241517,2024-06-20 01:50:36,5.0,Negotiation,Heather Francis
241517,2024-06-22 01:50:36,9.0,Renewal/Expansion,Heather Francis
242411,2024-03-09 23:27:14,1.0,Lead Generation,
242411,2024-04-16 23:27:14,1.0,Lead Generation,Kelly Gonzalez
242411,2024-04-27 23:27:14,2.0,Qualified lead,Kelly Gonzalez
242411,2024-05-22 23:27:14,4.0,Proposal/Quote Preparation,Kelly Gonzalez
242411,2024-05-26 23:27:14,5.0,Negotiation,Kelly Gonzalez
242411,2024-06-03 23:27:14,7.0,Implementation/Onboarding,Kelly Gonzalez
242411,2024-06-19 23:27:14,8.0,Follow-up/Customer Success,Kelly Gonzalez
243145,2024-02-04 11:01:19,1.0,Lead Generation,
243145,2024-03-29 11:01:19,1.0,Lead Generation,Lauren Gonzalez
243145,2024-03-31 11:01:19,2.0,Qualified lead,Lauren Gonzalez
243145,2024-04-04 11:01:19,3.0,Needs Assessment,Lauren Gonzalez
243145,2024-04-21 11:01:19,4.0,Proposal/Quote Preparation,Lauren Gonzalez
243145,2024-04-28 11:01:19,5.0,Negotiation,Lauren Gonzalez
243145,2024-05-02 11:01:19,6.0,Closing,Lauren Gonzalez
245208,2024-04-04 18:40:58,1.0,Lead Generation,
245208,2024-06-15 18:40:58,1.0,Lead Generation,Daniel Smith
245208,2024-06-22 18:40:58,2.0,Qualified lead,Daniel Smith
245208,2024-06-27 18:40:58,8.0,Follow-up/Customer Success,Daniel Smith
245222,2024-05-23 16:45:34,1.0,Lead Generation,
245222,2024-07-21 16:45:34,1.0,Lead Generation,Elizabeth Elliott
245222,2024-08-08 16:45:34,2.0,Qualified lead,Elizabeth Elliott
245222,2024-08-26 16:45:34,4.0,Proposal/Quote Preparation,Elizabeth Elliott
245222,2024-09-24 16:45:34,7.0,Implementation/Onboarding,Elizabeth Elliott
245222,2024-10-10 16:45:34,8.0,Follow-up/Customer Success,Elizabeth Elliott
245485,2024-04-21 12:53:14,1.0,Lead Generation,
245485,2024-05-12 12:53:14,1.0,Lead Generation,Mrs. Jody Gibbs DVM
245485,2024-06-11 12:53:14,3.0,Needs Assessment,Mrs. Jody Gibbs DVM
245485,2024-06-24 12:53:14,5.0,Negotiation,Mrs. Jody Gibbs DVM
246185,2024-03-09 01:10:50,1.0,Lead Generation,
246185,2024-03-29 01:10:50,1.0,Lead Generation,Erika Anderson
246185,2024-04-26 01:10:50,2.0,Qualified lead,Erika Anderson
246185,2024-05-24 01:10:50,3.0,Needs Assessment,Erika Anderson
246185,2024-06-18 01:10:50,4.0,Proposal/Quote Preparation,Erika Anderson
246185,2024-07-04 01:10:50,6.0,Closing,Erika Anderson
246539,2024-07-27 18:51:34,1.0,Lead Generation,
246539,2024-08-28 18:51:34,1.0,Lead Generation,Kathryn Braun
246539,2024-09-06 18:51:34,2.0,Qualified lead,Kathryn Braun
246539,2024-09-27 18:51:34,3.0,Needs Assessment,Kathryn Braun
246539,2024-10-27 18:51:34,5.0,Negotiation,Kathryn Braun
246539,2024-11-11 18:51:34,6.0,Closing,Kathryn Braun
246539,2024-11-14 18:51:34,8.0,Follow-up/Customer Success,Kathryn Braun
246936,2024-08-19 21:13:50,1.0,Lead Generation,
246936,2024-10-14 21:13:50,1.0,Lead Generation,Robert Combs
