month,rep_name,kpi_name,funnel_step,deals_count
2024-04,John Hinton,Lead Generation,1.0,1
2024-04,John Hinton,Sales Call 1,2.1,2
2024-04,John Jensen,Negotiation,5.0,1
2024-04,John Landry Jr.,Proposal/Quote Preparation,4.0,1
2024-04,John Landry Jr.,Negotiation,5.0,1
2024-04,John Mclean MD,Sales Call 2,3.1,1
2024-04,John Miranda,Lead Generation,1.0,2
2024-04,John Miranda,Qualified lead,2.0,2
2024-04,John Miranda,Needs Assessment,3.0,1
2024-04,John Ochoa,Lead Generation,1.0,1
2024-04,John Ochoa,Needs Assessment,3.0,1
2024-04,John Parker,Closing,6.0,1
2024-04,John Parker,Implementation/Onboarding,7.0,1
2024-04,John Robertson,Qualified lead,2.0,1
2024-04,John Smith,Lead Generation,1.0,1
2024-04,Jonathan Wilkerson,Negotiation,5.0,1
2024-04,Jonathan Willis,Sales Call 1,2.1,1
2024-04,Jonathan Willis,Needs Assessment,3.0,1
2024-04,Jordan Torres,Lead Generation,1.0,1
2024-04,Jordan Torres,Negotiation,5.0,1
2024-04,Jose Murray,Proposal/Quote Preparation,4.0,1
2024-04,Joseph Cobb,Sales Call 2,3.1,1
2024-04,Joseph Edwards,Lead Generation,1.0,1
2024-04,Joseph Edwards,Qualified lead,2.0,1
2024-04,Joseph Jackson,Lead Generation,1.0,1
2024-04,Joseph Jackson,Proposal/Quote Preparation,4.0,1
2024-04,Joseph Jackson,Follow-up/Customer Success,8.0,1
2024-04,Joseph Larson,Lead Generation,1.0,1
2024-04,Joseph Larson,Proposal/Quote Preparation,4.0,1
2024-04,Joseph Obrien,Qualified lead,2.0,1
2024-04,Joseph Pollard,Lead Generation,1.0,1
2024-04,Joseph Pollard,Qualified lead,2.0,1
2024-04,Joseph Pollard,Proposal/Quote Preparation,4.0,1
2024-04,Joseph Price,Lead Generation,1.0,1
2024-04,Joseph Price,Qualified lead,2.0,1
2024-04,Joshua Hall II,Qualified lead,2.0,1
2024-04,Joshua Snyder,Lead Generation,1.0,1
2024-04,Joshua Snyder,Qualified lead,2.0,1
2024-04,Joshua Snyder,Needs Assessment,3.0,1
2024-04,Joshua Snyder,Proposal/Quote Preparation,4.0,1
2024-04,Juan Walton,Closing,6.0,1
2024-04,Judith Mclaughlin,Lead Generation,1.0,1
2024-04,Judith Mclaughlin,Qualified lead,2.0,1
2024-04,Judy Martin,Implementation/Onboarding,7.0,1
2024-04,Julian Morales,Sales Call 1,2.1,1
2024-04,Julie Adams,Sales Call 2,3.1,1
2024-04,Julie Hartman,Needs Assessment,3.0,1
2024-04,Julie Hartman,Closing,6.0,1
2024-04,Julie Murphy,Lead Generation,1.0,1
2024-04,Julie Vaughan,Lead Generation,1.0,1
2024-04,Justin Lowe,Negotiation,5.0,1
2024-04,Justin Lowe,Closing,6.0,1
2024-04,Kaitlyn Green,Lead Generation,1.0,1
2024-04,Karl Hancock,Lead Generation,1.0,1
2024-04,Katherine Silva,Lead Generation,1.0,1
2024-04,Katherine Silva,Qualified lead,2.0,1
2024-04,Katherine Silva,Needs Assessment,3.0,1
2024-04,Kathryn Braun,Qualified lead,2.0,1
2024-04,Kathryn Huynh,Lead Generation,1.0,1
2024-04,Kathryn Huynh,Negotiation,5.0,1
2024-04,Kathryn Huynh,Renewal/Expansion,9.0,1
2024-04,Kathryn Sanchez,Renewal/Expansion,9.0,1
2024-04,Kathy Collins,Lead Generation,1.0,2
2024-04,Kathy Collins,Qualified lead,2.0,2
2024-04,Kathy Smith,Needs Assessment,3.0,1
2024-04,Katrina Fox,Lead Generation,1.0,1
2024-04,Katrina Middleton,Sales Call 2,3.1,1
2024-04,Kayla Jackson,Lead Generation,1.0,1
2024-04,Kayla Jackson,Qualified lead,2.0,1
2024-04,Kayla Jackson,Proposal/Quote Preparation,4.0,1
2024-04,Kayla Maldonado,Needs Assessment,3.0,1
2024-04,Kayla Nunez,Proposal/Quote Preparation,4.0,1
2024-04,Keith Chase,Proposal/Quote Preparation,4.0,1
2024-04,Keith Chase,Closing,6.0,1
2024-04,Keith Chase,Implementation/Onboarding,7.0,1
2024-04,Keith Chase,Renewal/Expansion,9.0,1
2024-04,Keith Coleman,Lead Generation,1.0,1
2024-04,Keith Coleman,Proposal/Quote Preparation,4.0,1
2024-04,Keith Coleman,Closing,6.0,1
2024-04,Keith Jones,Negotiation,5.0,1
2024-04,Keith Jones,Implementation/Onboarding,7.0,1
2024-04,Keith Owens,Implementation/Onboarding,7.0,1
2024-04,Keith Owens,Follow-up/Customer Success,8.0,1
2024-04,Kelly Armstrong,Needs Assessment,3.0,1
2024-04,Kelly Armstrong,Closing,6.0,1
2024-04,Kelly Armstrong,Implementation/Onboarding,7.0,1
2024-04,Kelly Armstrong,Follow-up/Customer Success,8.0,1
2024-04,Kelly Bennett,Lead Generation,1.0,1
2024-04,Kelly Gonzalez,Lead Generation,1.0,1
2024-04,Kelly Gonzalez,Qualified lead,2.0,1
2024-04,Kelly Mann,Closing,6.0,1
2024-04,Kelly Mann,Follow-up/Customer Success,8.0,1
2024-04,Kelly Smith,Lead Generation,1.0,1
2024-04,Kelly Smith,Qualified lead,2.0,1
2024-04,Kelly Smith,Negotiation,5.0,1
2024-04,Kendra Diaz,Needs Assessment,3.0,1
2024-04,Kendra Diaz,Proposal/Quote Preparation,4.0,1
2024-04,Kendra Diaz,Follow-up/Customer Success,8.0,1
2024-04,Kendra Scott,Proposal/Quote Preparation,4.0,1
2024-04,Kendra Scott,Negotiation,5.0,1
2024-04,Kenneth Anderson,Renewal/Expansion,9.0,1
2024-04,Kenneth Cameron,Lead Generation,1.0,1
2024-04,Kenneth Cameron,Qualified lead,2.0,1
2024-04,Kenneth Cameron,Needs Assessment,3.0,1
2024-04,Kenneth Cameron,Proposal/Quote Preparation,4.0,1
2024-04,Kenneth Cameron,Closing,6.0,1
2024-04,Kenneth Hernandez,Qualified lead,2.0,1
2024-04,Kevin Cook,Needs Assessment,3.0,1
2024-04,Kevin Cook,Follow-up/Customer Success,8.0,1
2024-04,Kevin Ferguson,Proposal/Quote Preparation,4.0,1
2024-04,Kevin Ferguson,Closing,6.0,1
2024-04,Kevin Floyd,Sales Call 2,3.1,1
2024-04,Kevin Floyd,Proposal/Quote Preparation,4.0,1
2024-04,Kevin Jones,Sales Call 2,3.1,2
2024-04,Kevin Pierce,Lead Generation,1.0,1
2024-04,Kevin Smith,Negotiation,5.0,1
2024-04,Kimberly Keith,Sales Call 1,2.1,1
2024-04,Kimberly Salazar,Lead Generation,1.0,1
2024-04,Kimberly Salazar,Sales Call 2,3.1,1
2024-04,Kimberly Salazar,Implementation/Onboarding,7.0,1
2024-04,Kimberly Salazar,Renewal/Expansion,9.0,1
2024-04,Larry Martinez,Sales Call 2,3.1,1
2024-04,Larry Perry,Lead Generation,1.0,1
2024-04,Larry Perry,Qualified lead,2.0,1
2024-04,Larry Perry,Closing,6.0,1
2024-04,Latasha Ross,Lead Generation,1.0,1
2024-04,Latasha Ross,Needs Assessment,3.0,1
2024-04,Laura Burke,Sales Call 1,2.1,1
2024-04,Laura Vance,Qualified lead,2.0,1
2024-04,Laura Vance,Proposal/Quote Preparation,4.0,1
2024-04,Laura Vance,Closing,6.0,1
2024-04,Laura Zhang,Proposal/Quote Preparation,4.0,1
2024-04,Laura Zhang,Renewal/Expansion,9.0,1
2024-04,Lauren Ellis,Closing,6.0,1
2024-04,Lauren Gonzalez,Needs Assessment,3.0,1
2024-04,Lauren Gonzalez,Proposal/Quote Preparation,4.0,1
2024-04,Lauren Gonzalez,Negotiation,5.0,1
2024-04,Lauren Martin,Needs Assessment,3.0,1
2024-04,Lauren Martin,Proposal/Quote Preparation,4.0,1
2024-04,Lauren Martin,Closing,6.0,1
2024-04,Lauren Miller,Implementation/Onboarding,7.0,1
2024-04,Lauren Peters,Lead Generation,1.0,1
2024-04,Lauren Tanner,Needs Assessment,3.0,1
2024-04,Laurie Harris,Negotiation,5.0,1
2024-04,Lee Roberts,Qualified lead,2.0,1
2024-04,Lee Roberts,Proposal/Quote Preparation,4.0,1
2024-04,Lee Roberts,Negotiation,5.0,1
2024-04,Leslie Potter,Lead Generation,1.0,1
2024-04,Leslie Potter,Sales Call 1,2.1,1
2024-04,Leslie Sullivan,Needs Assessment,3.0,1
2024-04,Leslie Sullivan,Closing,6.0,1
2024-04,Linda Castaneda,Lead Generation,1.0,1
2024-04,Linda Castaneda,Qualified lead,2.0,1
2024-04,Linda Castaneda,Needs Assessment,3.0,1
2024-04,Linda Moore,Lead Generation,1.0,1
2024-04,Linda Williams,Lead Generation,1.0,1
2024-04,Linda Williams,Needs Assessment,3.0,1
2024-04,Linda Williams,Sales Call 2,3.1,1
2024-04,Linda Williams,Proposal/Quote Preparation,4.0,1
2024-04,Lindsay Wolfe,Sales Call 2,3.1,1
2024-04,Lisa Brown,Qualified lead,2.0,1
2024-04,Lisa Gonzalez,Qualified lead,2.0,2
2024-04,Lisa Gonzalez,Sales Call 1,2.1,1
2024-04,Lisa Gonzalez,Implementation/Onboarding,7.0,1
2024-04,Lisa Gonzalez,Follow-up/Customer Success,8.0,1
2024-04,Lisa Reed,Needs Assessment,3.0,1
2024-04,Lisa Reed,Negotiation,5.0,1
2024-04,Loretta Cervantes,Lead Generation,1.0,1
2024-04,Loretta Cervantes,Proposal/Quote Preparation,4.0,1
2024-04,Luis Wilson,Implementation/Onboarding,7.0,1
2024-04,Mallory Henderson,Lead Generation,1.0,1
2024-04,Mallory Henderson,Qualified lead,2.0,1
2024-04,Marc Phelps,Proposal/Quote Preparation,4.0,1
2024-04,Marcus Daniels,Implementation/Onboarding,7.0,1
2024-04,Marcus Daniels,Follow-up/Customer Success,8.0,1
2024-04,Maria Brewer,Negotiation,5.0,1
2024-04,Maria Jarvis,Lead Generation,1.0,1
2024-04,Maria Jarvis,Qualified lead,2.0,1
2024-04,Maria Padilla,Negotiation,5.0,1
2024-04,Maria Padilla,Renewal/Expansion,9.0,1
2024-04,Marie Miller,Lead Generation,1.0,1
2024-04,Marie Miller,Sales Call 1,2.1,1
2024-04,Marie Miller,Needs Assessment,3.0,1
2024-04,Marie Miller,Follow-up/Customer Success,8.0,1
2024-04,Mario Brown,Qualified lead,2.0,1
2024-04,Mark Graham,Negotiation,5.0,1
2024-04,Mark Graham,Closing,6.0,1
2024-04,Mark Graham,Implementation/Onboarding,7.0,1
2024-04,Mark Graham,Follow-up/Customer Success,8.0,1
2024-04,Mark Graham,Renewal/Expansion,9.0,1
2024-04,Mark Patterson,Qualified lead,2.0,1
2024-04,Mark Simmons,Lead Generation,1.0,1
2024-04,Mark Simmons,Needs Assessment,3.0,1
2024-04,Mark Thomas,Lead Generation,1.0,1
2024-04,Mark Wood,Lead Generation,1.0,1
2024-04,Mark Wood,Qualified lead,2.0,1
2024-04,Martin Love,Sales Call 1,2.1,1
2024-04,Marvin Gonzales,Sales Call 2,3.1,1
2024-04,Mary Hopkins,Sales Call 1,2.1,1
2024-04,Mary Mcpherson,Sales Call 1,2.1,1
2024-04,Matthew Adkins,Closing,6.0,1
2024-04,Matthew Barr,Needs Assessment,3.0,1
2024-04,Matthew Barr,Proposal/Quote Preparation,4.0,1
2024-04,Matthew Cox,Lead Generation,1.0,1
2024-04,Matthew Cox,Qualified lead,2.0,1
2024-04,Matthew Lewis,Lead Generation,1.0,1
2024-04,Matthew Lewis,Qualified lead,2.0,1
2024-04,Matthew Lewis,Proposal/Quote Preparation,4.0,1
2024-04,Matthew Lewis,Negotiation,5.0,1
2024-04,Matthew Lewis,Closing,6.0,1
2024-04,Matthew Newman,Negotiation,5.0,1
2024-04,Matthew Roberts,Lead Generation,1.0,1
2024-04,Matthew Rogers,Proposal/Quote Preparation,4.0,1
2024-04,Matthew Russell,Sales Call 2,3.1,1
2024-04,Matthew Smith,Lead Generation,1.0,2
2024-04,Matthew Smith,Qualified lead,2.0,1
2024-04,Megan Ayala,Proposal/Quote Preparation,4.0,1
2024-04,Megan Martin,Lead Generation,1.0,1
2024-04,Megan Martin,Proposal/Quote Preparation,4.0,1
2024-04,Megan Young,Lead Generation,1.0,1
2024-04,Meghan Ruiz,Lead Generation,1.0,1
2024-04,Melissa Barber,Proposal/Quote Preparation,4.0,1
2024-04,Melissa Bell,Needs Assessment,3.0,1
2024-04,Melissa Bell,Closing,6.0,1
2024-04,Melissa Lopez,Sales Call 1,2.1,1
2024-04,Melissa Mccormick,Needs Assessment,3.0,1
2024-04,Melissa Mccormick,Proposal/Quote Preparation,4.0,1
2024-04,Melissa Mccormick,Follow-up/Customer Success,8.0,1
2024-04,Melissa Mccormick,Renewal/Expansion,9.0,1
2024-04,Melissa Williams,Qualified lead,2.0,1
2024-04,Meredith Moore,Lead Generation,1.0,1
2024-04,Michael Adams,Sales Call 1,2.1,1
2024-04,Michaela Mueller,Implementation/Onboarding,7.0,1
2024-04,Michael Boyd,Closing,6.0,1
2024-04,Michael Davis,Proposal/Quote Preparation,4.0,1
2024-04,Michael Davis,Negotiation,5.0,1
2024-04,Michael Davis,Renewal/Expansion,9.0,1
2024-04,Michael Douglas,Lead Generation,1.0,1
2024-04,Michael Douglas,Qualified lead,2.0,1
2024-04,Michael Dunn,Sales Call 1,2.1,1
2024-04,Michael Garcia,Follow-up/Customer Success,8.0,1
2024-04,Michael Hammond,Negotiation,5.0,1
2024-04,Michael Hammond,Closing,6.0,1
2024-04,Michael Hampton,Sales Call 2,3.1,1
2024-04,Michael Lee,Sales Call 2,3.1,1
2024-04,Michael Mccormick,Lead Generation,1.0,2
2024-04,Michael Mccormick,Qualified lead,2.0,1
2024-04,Michael Mccormick,Needs Assessment,3.0,1
2024-04,Michael Mccormick,Proposal/Quote Preparation,4.0,1
2024-04,Michael Moore,Lead Generation,1.0,3
2024-04,Michael Moore,Qualified lead,2.0,1
2024-04,Michael Moore,Needs Assessment,3.0,1
2024-04,Michael Moore,Sales Call 2,3.1,1
2024-04,Michael Moore,Proposal/Quote Preparation,4.0,1
2024-04,Michael Nguyen,Lead Generation,1.0,1
2024-04,Michael Nguyen,Proposal/Quote Preparation,4.0,2
2024-04,Michael Nguyen,Renewal/Expansion,9.0,1
2024-04,Michael Pena,Renewal/Expansion,9.0,1
2024-04,Michael Rose,Qualified lead,2.0,1
2024-04,Michael Rose,Sales Call 2,3.1,1
2024-04,Michael Scott,Lead Generation,1.0,1
2024-04,Michael Scott,Qualified lead,2.0,1
2024-04,Michael Smith,Sales Call 1,2.1,1
2024-04,Michael Smith,Negotiation,5.0,1
2024-04,Michael Sullivan,Lead Generation,1.0,1
2024-04,Michael Sullivan,Qualified lead,2.0,1
2024-04,Michele Price,Lead Generation,1.0,1
2024-04,Michele Price,Sales Call 2,3.1,1
2024-04,Michelle George,Sales Call 1,2.1,1
2024-04,Michelle Kennedy,Qualified lead,2.0,1
2024-04,Michelle Kennedy,Needs Assessment,3.0,1
2024-04,Michelle Smith,Lead Generation,1.0,1
2024-04,Michelle Smith,Closing,6.0,1
2024-04,Michelle Smith,Implementation/Onboarding,7.0,1
2024-04,Miss Raven Kaiser,Lead Generation,1.0,1
2024-04,Monica Gordon,Lead Generation,1.0,1
2024-04,Monica Gordon,Qualified lead,2.0,1
2024-04,Monica Graves,Negotiation,5.0,1
2024-04,Monica Thomas,Sales Call 1,2.1,1
2024-04,Monica Wilson,Proposal/Quote Preparation,4.0,1
2024-04,Monica Wilson,Negotiation,5.0,1
2024-04,Monique Contreras,Lead Generation,1.0,1
2024-04,Mr. Jared Taylor,Lead Generation,1.0,1
2024-04,Mr. Jared Taylor,Needs Assessment,3.0,2
2024-04,Mr. Jared Taylor,Proposal/Quote Preparation,4.0,1
2024-04,Mr. Jared Taylor,Closing,6.0,1
2024-04,Mr. Michael Jackson,Lead Generation,1.0,1
2024-04,Mr. Michael Jackson,Qualified lead,2.0,1
2024-04,Mrs. Michelle Wiley PhD,Lead Generation,1.0,1
2024-04,Mr. Steven Maldonado DDS,Lead Generation,1.0,1
2024-04,Mr. Steven Maldonado DDS,Qualified lead,2.0,1
2024-04,Mr. Steven Maldonado DDS,Sales Call 1,2.1,1
2024-04,Nancy Houston,Sales Call 1,2.1,1
2024-04,Natalie Acosta,Qualified lead,2.0,1
2024-04,Natalie Acosta,Negotiation,5.0,1
2024-04,Natalie Acosta,Closing,6.0,1
2024-04,Natalie Gonzalez,Lead Generation,1.0,1
2024-04,Natalie Gonzalez,Qualified lead,2.0,1
2024-04,Natasha Horn,Sales Call 1,2.1,1
2024-04,Natasha Horn,Sales Call 2,3.1,1
2024-04,Nicholas Poole,Proposal/Quote Preparation,4.0,1
2024-04,Nicholas Poole,Closing,6.0,1
2024-04,Nicole Cannon,Lead Generation,1.0,1
2024-04,Nicole Fowler,Sales Call 2,3.1,1
2024-04,Nicole King,Proposal/Quote Preparation,4.0,1
2024-04,Nicole Schroeder,Lead Generation,1.0,1
2024-04,Nicole Schroeder,Qualified lead,2.0,1
2024-04,Nicole Schroeder,Needs Assessment,3.0,1
2024-04,Norma Pham,Sales Call 1,2.1,1
2024-04,Omar Lee,Sales Call 2,3.1,1
2024-04,Omar Wagner,Proposal/Quote Preparation,4.0,1
2024-04,Paige Fischer,Sales Call 2,3.1,1
2024-04,Pamela Nelson,Lead Generation,1.0,1
2024-04,Pamela Nelson,Qualified lead,2.0,1
2024-04,Patricia Andrade,Sales Call 1,2.1,1
2024-04,Patrick Skinner,Implementation/Onboarding,7.0,1
2024-04,Paul Jenkins,Sales Call 1,2.1,1
2024-04,Paul Williams,Needs Assessment,3.0,1
2024-04,Paul Williams,Implementation/Onboarding,7.0,1
2024-04,Penny Lopez,Lead Generation,1.0,2
2024-04,Penny Lopez,Qualified lead,2.0,1
2024-04,Peter Murray,Lead Generation,1.0,1
2024-04,Peter Murray,Sales Call 1,2.1,1
2024-04,Peter Murray,Needs Assessment,3.0,1
2024-04,Peter Schaefer,Lead Generation,1.0,1
2024-04,Peter Schaefer,Qualified lead,2.0,1
2024-04,Philip Burns,Lead Generation,1.0,1
2024-04,Phillip Clark,Lead Generation,1.0,1
2024-04,Phillip Clark,Needs Assessment,3.0,1
2024-04,Phillip Harper,Lead Generation,1.0,1
2024-04,Phillip Harper,Needs Assessment,3.0,1
2024-04,Phillip Herman,Lead Generation,1.0,1
2024-04,Phillip Kaufman,Lead Generation,1.0,1
2024-04,Phillip Kaufman,Sales Call 1,2.1,1
2024-04,Phillip Kaufman,Follow-up/Customer Success,8.0,1
2024-04,Phyllis Becker,Sales Call 1,2.1,1
2024-04,Phyllis Becker,Implementation/Onboarding,7.0,1
2024-04,Phyllis Becker,Follow-up/Customer Success,8.0,1
2024-04,Preston Hurley,Lead Generation,1.0,1
2024-04,Rachel Jones,Closing,6.0,1
2024-04,Rachel Jones,Implementation/Onboarding,7.0,1
2024-04,Rachel Stokes,Proposal/Quote Preparation,4.0,1
2024-04,Rachel Stokes,Negotiation,5.0,1
2024-04,Rachel Stokes,Implementation/Onboarding,7.0,1
2024-04,Rachel Webster,Renewal/Expansion,9.0,1
2024-04,Randall Lucas,Needs Assessment,3.0,1
2024-04,Raymond Jackson,Lead Generation,1.0,1
2024-04,Raymond Jackson,Qualified lead,2.0,1
2024-04,Rebecca Hubbard,Lead Generation,1.0,1
2024-04,Rebecca Hubbard,Qualified lead,2.0,1
2024-04,Rebecca Hubbard,Needs Assessment,3.0,1
2024-04,Rebecca Hubbard,Closing,6.0,1
2024-04,Rebecca Klein,Lead Generation,1.0,1
2024-04,Rebekah Parker,Follow-up/Customer Success,8.0,1
2024-04,Regina Brown,Qualified lead,2.0,1
2024-04,Regina Brown,Proposal/Quote Preparation,4.0,1
2024-04,Regina Brown,Negotiation,5.0,1
2024-04,Regina Davis,Lead Generation,1.0,1
2024-04,Reginald Smith,Lead Generation,1.0,1
2024-04,Reginald Smith,Qualified lead,2.0,1
2024-04,Reginald Smith,Needs Assessment,3.0,1
2024-04,Regina Smith,Lead Generation,1.0,2
2024-04,Rhonda Anderson,Sales Call 2,3.1,1
2024-04,Richard Butler,Proposal/Quote Preparation,4.0,1
2024-04,Richard Butler,Negotiation,5.0,1
2024-04,Richard Cabrera,Qualified lead,2.0,1
2024-04,Richard Cabrera,Needs Assessment,3.0,1
2024-04,Richard Cabrera,Proposal/Quote Preparation,4.0,1
2024-04,Richard Hill,Closing,6.0,1
2024-04,Richard Wells,Needs Assessment,3.0,1
2024-04,Robert Combs,Needs Assessment,3.0,1
2024-04,Robert Gomez,Lead Generation,1.0,1
2024-04,Robert Miller Jr.,Qualified lead,2.0,1
2024-04,Robert Miller Jr.,Proposal/Quote Preparation,4.0,1
2024-04,Ronald Ruiz,Qualified lead,2.0,1
2024-04,Ronald Ryan,Closing,6.0,1
2024-04,Russell Stewart,Lead Generation,1.0,1
2024-04,Russell Stewart,Needs Assessment,3.0,1
2024-04,Russell Stewart,Proposal/Quote Preparation,4.0,1
2024-04,Russell Stewart,Renewal/Expansion,9.0,1
2024-04,Ryan Brewer,Lead Generation,1.0,1
2024-04,Ryan Brewer,Qualified lead,2.0,1
2024-04,Ryan Brewer,Needs Assessment,3.0,1
2024-04,Ryan Hess,Lead Generation,1.0,1
2024-04,Ryan Hess,Qualified lead,2.0,1
2024-04,Ryan Hess,Needs Assessment,3.0,1
2024-04,Ryan Morton,Qualified lead,2.0,1
2024-04,Ryan Pacheco,Proposal/Quote Preparation,4.0,1
2024-04,Samantha Reynolds,Qualified lead,2.0,1
2024-04,Samantha Reynolds,Proposal/Quote Preparation,4.0,1
2024-04,Samuel Davis,Lead Generation,1.0,1
2024-04,Samuel Davis,Qualified lead,2.0,2
2024-04,Samuel Davis,Sales Call 2,3.1,1
2024-04,Sara Avery,Sales Call 1,2.1,1
2024-04,Sarah Burton,Lead Generation,1.0,1
2024-04,Sarah Burton,Needs Assessment,3.0,1
2024-04,Sarah Flores,Qualified lead,2.0,1
2024-04,Sarah Flores,Needs Assessment,3.0,1
2024-04,Sarah Payne,Closing,6.0,1
2024-04,Sarah Taylor,Lead Generation,1.0,1
2024-04,Sarah Taylor,Needs Assessment,3.0,1
2024-04,Sara Perez,Negotiation,5.0,1
2024-04,Savannah Gross,Closing,6.0,1
2024-04,Savannah Gross,Implementation/Onboarding,7.0,1
2024-04,Savannah Obrien MD,Proposal/Quote Preparation,4.0,1
2024-04,Savannah Obrien MD,Negotiation,5.0,1
2024-04,Scott Hayden,Sales Call 1,2.1,1
2024-04,Scott Mayer,Lead Generation,1.0,1
2024-04,Scott Mayer,Qualified lead,2.0,1
2024-04,Scott Mayer,Needs Assessment,3.0,1
2024-04,Scott Tran,Closing,6.0,1
2024-04,Sean Snow,Proposal/Quote Preparation,4.0,1
2024-04,Sean Snow,Implementation/Onboarding,7.0,1
2024-04,Sean Snow,Follow-up/Customer Success,8.0,1
2024-04,Shannon Martin,Sales Call 1,2.1,1
2024-04,Sharon Barnes MD,Qualified lead,2.0,1
2024-04,Sharon Barnes MD,Needs Assessment,3.0,1
2024-04,Sharon Butler,Lead Generation,1.0,1
2024-04,Sharon Butler,Qualified lead,2.0,1
2024-04,Sharon Butler,Needs Assessment,3.0,1
2024-04,Sharon Romero,Lead Generation,1.0,1
2024-04,Sharon Romero,Renewal/Expansion,9.0,1
2024-04,Shaun James,Qualified lead,2.0,1
2024-04,Shaun James,Negotiation,5.0,1
2024-04,Shawn Brock,Renewal/Expansion,9.0,1
2024-04,Shawn Vincent,Implementation/Onboarding,7.0,1
2024-04,Sheila Huff,Qualified lead,2.0,1
2024-04,Sheila Huff,Needs Assessment,3.0,1
2024-04,Sheila Huff,Proposal/Quote Preparation,4.0,2
2024-04,Sheila Perez,Negotiation,5.0,1
2024-04,Sheila Perez,Closing,6.0,1
2024-04,Sheila Perez,Follow-up/Customer Success,8.0,1
2024-04,Sheila Smith,Lead Generation,1.0,1
2024-04,Sheila Smith,Qualified lead,2.0,1
2024-04,Shelby Garcia,Qualified lead,2.0,1
2024-04,Shelby Garcia,Needs Assessment,3.0,1
2024-04,Sherry Deleon,Needs Assessment,3.0,1
2024-04,Sherry Deleon,Proposal/Quote Preparation,4.0,1
2024-04,Sierra Russell,Lead Generation,1.0,1
2024-04,Sierra Russell,Needs Assessment,3.0,1
2024-04,Sierra Russell,Proposal/Quote Preparation,4.0,1
2024-04,Spencer White,Lead Generation,1.0,1
2024-04,Spencer White,Sales Call 2,3.1,1
2024-04,Stephanie Olsen,Lead Generation,1.0,1
2024-04,Stephanie Olsen,Qualified lead,2.0,1
2024-04,Stephanie Olsen,Needs Assessment,3.0,1
2024-04,Stephanie Thornton,Qualified lead,2.0,1
2024-04,Stephanie Thornton,Proposal/Quote Preparation,4.0,1
2024-04,Stephanie Thornton,Follow-up/Customer Success,8.0,1
2024-04,Stephen Cook,Lead Generation,1.0,1
2024-04,Stephen Greer,Closing,6.0,1
2024-04,Stephen Le,Sales Call 1,2.1,1
2024-04,Stephen Taylor,Sales Call 1,2.1,1
2024-04,Susan Anderson,Sales Call 1,2.1,1
2024-04,Susan Anderson,Negotiation,5.0,1
2024-04,Susan Rosales,Renewal/Expansion,9.0,1
2024-04,Tammy Ferguson,Sales Call 2,3.1,1
2024-04,Tara Edwards,Qualified lead,2.0,1
2024-04,Tara Edwards,Proposal/Quote Preparation,4.0,1
2024-04,Tara Lopez,Implementation/Onboarding,7.0,1
2024-04,Tara Moran,Qualified lead,2.0,1
2024-04,Tara Moran,Needs Assessment,3.0,1
2024-04,Tara Moran,Negotiation,5.0,1
2024-04,Teresa Harmon,Needs Assessment,3.0,1
2024-04,Teresa Harmon,Closing,6.0,1
2024-04,Teresa Jones,Lead Generation,1.0,1
2024-04,Teresa Jones,Qualified lead,2.0,1
2024-04,Teresa Ruiz,Qualified lead,2.0,1
2024-04,Teresa Serrano,Qualified lead,2.0,1
2024-04,Teresa Serrano,Needs Assessment,3.0,1
2024-04,Teresa Smith,Lead Generation,1.0,1
2024-04,Teresa Smith,Qualified lead,2.0,1
2024-04,Teresa Wilson DDS,Qualified lead,2.0,1
2024-04,Teresa Wilson DDS,Closing,6.0,1
2024-04,Teresa Wilson DDS,Follow-up/Customer Success,8.0,1
2024-04,Terri Wallace,Qualified lead,2.0,1
2024-04,Terri Wallace,Negotiation,5.0,1
2024-04,Theresa Jenkins,Closing,6.0,1
2024-04,Theresa Jenkins,Follow-up/Customer Success,8.0,1
2024-04,Thomas Bean,Sales Call 1,2.1,1
2024-04,Thomas Lloyd,Proposal/Quote Preparation,4.0,1
2024-04,Tiffany Conway,Lead Generation,1.0,1
2024-04,Tiffany Conway,Needs Assessment,3.0,1
2024-04,Tiffany Foster,Lead Generation,1.0,1
2024-04,Tiffany Foster,Needs Assessment,3.0,1
2024-04,Timothy Johnson,Sales Call 2,3.1,1
2024-04,Tina Perkins,Sales Call 1,2.1,1
2024-04,Tina Thomas,Lead Generation,1.0,1
2024-04,Tina Thomas,Proposal/Quote Preparation,4.0,1
2024-04,Tina Turner,Qualified lead,2.0,1
2024-04,Tina Turner,Needs Assessment,3.0,1
2024-04,Tonya Saunders,Sales Call 2,3.1,1
2024-04,Tracey Jackson,Needs Assessment,3.0,1
2024-04,Tracey Jackson,Proposal/Quote Preparation,4.0,1
2024-04,Tracey Reed,Lead Generation,1.0,1
2024-04,Traci Brown,Lead Generation,1.0,2
2024-04,Traci Brown,Qualified lead,2.0,1
2024-04,Tracie Barr,Sales Call 2,3.1,1
2024-04,Tracie Barr,Proposal/Quote Preparation,4.0,1
2024-04,Tracy Wells,Needs Assessment,3.0,1
2024-04,Tracy Wells,Proposal/Quote Preparation,4.0,1
2024-04,Travis Hall,Sales Call 2,3.1,1
2024-04,Travis Hall,Proposal/Quote Preparation,4.0,1
2024-04,Travis Hall,Negotiation,5.0,1
2024-04,Troy Carroll,Sales Call 1,2.1,1
